,episode_number,n,frequency,model,type,correct,pure_application
894,99,4,0,no-four_alt.pt,generalize,False,False
895,99,4,0,no-four_alt.pt,generalize,False,False
896,99,4,0,no-four_alt.pt,generalize,True,False
897,99,4,0,no-four_alt.pt,generalize,True,False
898,99,4,0,no-four_alt.pt,generalize,True,False
0,0,5,7257,no-four_alt.pt,generalize,True,True
1,0,5,7257,no-four_alt.pt,generalize,True,False
2,0,5,7257,no-four_alt.pt,generalize,True,False
3,0,5,7257,no-four_alt.pt,generalize,True,False
4,0,5,7257,no-four_alt.pt,generalize,True,False
5,0,5,7257,no-four_alt.pt,retrieval,True,False
6,0,5,7257,no-four_alt.pt,retrieval,True,False
7,0,5,7257,no-four_alt.pt,retrieval,True,False
8,0,5,7257,no-four_alt.pt,retrieval,True,False
9,1,5,7257,no-four_alt.pt,generalize,True,True
10,1,5,7257,no-four_alt.pt,generalize,True,False
11,1,5,7257,no-four_alt.pt,generalize,True,False
12,1,5,7257,no-four_alt.pt,generalize,False,False
13,1,5,7257,no-four_alt.pt,generalize,True,False
14,1,5,7257,no-four_alt.pt,retrieval,True,False
15,1,5,7257,no-four_alt.pt,retrieval,True,False
16,1,5,7257,no-four_alt.pt,retrieval,True,False
17,1,5,7257,no-four_alt.pt,retrieval,True,False
18,2,5,7257,no-four_alt.pt,generalize,True,True
19,2,5,7257,no-four_alt.pt,generalize,True,False
20,2,5,7257,no-four_alt.pt,generalize,True,False
21,2,5,7257,no-four_alt.pt,generalize,False,False
22,2,5,7257,no-four_alt.pt,generalize,True,False
23,2,5,7257,no-four_alt.pt,retrieval,True,False
24,2,5,7257,no-four_alt.pt,retrieval,True,False
25,2,5,7257,no-four_alt.pt,retrieval,True,False
26,2,5,7257,no-four_alt.pt,retrieval,True,False
27,3,5,7257,no-four_alt.pt,generalize,True,True
28,3,5,7257,no-four_alt.pt,generalize,True,False
29,3,5,7257,no-four_alt.pt,generalize,True,False
30,3,5,7257,no-four_alt.pt,generalize,False,False
31,3,5,7257,no-four_alt.pt,generalize,True,False
32,3,5,7257,no-four_alt.pt,retrieval,True,False
33,3,5,7257,no-four_alt.pt,retrieval,True,False
34,3,5,7257,no-four_alt.pt,retrieval,True,False
35,3,5,7257,no-four_alt.pt,retrieval,True,False
36,4,5,7257,no-four_alt.pt,generalize,True,True
37,4,5,7257,no-four_alt.pt,generalize,True,False
38,4,5,7257,no-four_alt.pt,generalize,True,False
39,4,5,7257,no-four_alt.pt,generalize,True,False
40,4,5,7257,no-four_alt.pt,generalize,True,False
41,4,5,7257,no-four_alt.pt,retrieval,True,False
42,4,5,7257,no-four_alt.pt,retrieval,True,False
43,4,5,7257,no-four_alt.pt,retrieval,True,False
44,4,5,7257,no-four_alt.pt,retrieval,True,False
45,5,5,7257,no-four_alt.pt,generalize,True,True
46,5,5,7257,no-four_alt.pt,generalize,True,False
47,5,5,7257,no-four_alt.pt,generalize,True,False
48,5,5,7257,no-four_alt.pt,generalize,True,False
49,5,5,7257,no-four_alt.pt,generalize,True,False
50,5,5,7257,no-four_alt.pt,retrieval,True,False
51,5,5,7257,no-four_alt.pt,retrieval,True,False
52,5,5,7257,no-four_alt.pt,retrieval,True,False
53,5,5,7257,no-four_alt.pt,retrieval,True,False
54,6,5,7257,no-four_alt.pt,generalize,True,True
55,6,5,7257,no-four_alt.pt,generalize,True,False
56,6,5,7257,no-four_alt.pt,generalize,True,False
57,6,5,7257,no-four_alt.pt,generalize,False,False
58,6,5,7257,no-four_alt.pt,generalize,True,False
59,6,5,7257,no-four_alt.pt,retrieval,True,False
60,6,5,7257,no-four_alt.pt,retrieval,True,False
61,6,5,7257,no-four_alt.pt,retrieval,True,False
62,6,5,7257,no-four_alt.pt,retrieval,True,False
63,7,5,7257,no-four_alt.pt,generalize,True,True
64,7,5,7257,no-four_alt.pt,generalize,True,False
65,7,5,7257,no-four_alt.pt,generalize,True,False
66,7,5,7257,no-four_alt.pt,generalize,False,False
67,7,5,7257,no-four_alt.pt,generalize,True,False
68,7,5,7257,no-four_alt.pt,retrieval,True,False
69,7,5,7257,no-four_alt.pt,retrieval,True,False
70,7,5,7257,no-four_alt.pt,retrieval,True,False
71,7,5,7257,no-four_alt.pt,retrieval,True,False
72,8,5,7257,no-four_alt.pt,generalize,True,True
73,8,5,7257,no-four_alt.pt,generalize,True,False
74,8,5,7257,no-four_alt.pt,generalize,True,False
75,8,5,7257,no-four_alt.pt,generalize,False,False
76,8,5,7257,no-four_alt.pt,generalize,True,False
77,8,5,7257,no-four_alt.pt,retrieval,True,False
78,8,5,7257,no-four_alt.pt,retrieval,True,False
79,8,5,7257,no-four_alt.pt,retrieval,True,False
80,8,5,7257,no-four_alt.pt,retrieval,True,False
81,9,5,7257,no-four_alt.pt,generalize,True,True
82,9,5,7257,no-four_alt.pt,generalize,True,False
83,9,5,7257,no-four_alt.pt,generalize,True,False
84,9,5,7257,no-four_alt.pt,generalize,True,False
85,9,5,7257,no-four_alt.pt,generalize,True,False
86,9,5,7257,no-four_alt.pt,retrieval,True,False
87,9,5,7257,no-four_alt.pt,retrieval,True,False
88,9,5,7257,no-four_alt.pt,retrieval,True,False
89,9,5,7257,no-four_alt.pt,retrieval,True,False
90,10,5,7257,no-four_alt.pt,generalize,True,True
91,10,5,7257,no-four_alt.pt,generalize,True,False
92,10,5,7257,no-four_alt.pt,generalize,True,False
93,10,5,7257,no-four_alt.pt,generalize,False,False
94,10,5,7257,no-four_alt.pt,generalize,True,False
95,10,5,7257,no-four_alt.pt,retrieval,True,False
96,10,5,7257,no-four_alt.pt,retrieval,True,False
97,10,5,7257,no-four_alt.pt,retrieval,True,False
98,10,5,7257,no-four_alt.pt,retrieval,True,False
99,11,5,7257,no-four_alt.pt,generalize,True,True
100,11,5,7257,no-four_alt.pt,generalize,True,False
101,11,5,7257,no-four_alt.pt,generalize,True,False
102,11,5,7257,no-four_alt.pt,generalize,True,False
103,11,5,7257,no-four_alt.pt,generalize,True,False
104,11,5,7257,no-four_alt.pt,retrieval,True,False
105,11,5,7257,no-four_alt.pt,retrieval,True,False
106,11,5,7257,no-four_alt.pt,retrieval,True,False
107,11,5,7257,no-four_alt.pt,retrieval,True,False
108,12,5,7257,no-four_alt.pt,generalize,True,True
109,12,5,7257,no-four_alt.pt,generalize,True,False
110,12,5,7257,no-four_alt.pt,generalize,True,False
111,12,5,7257,no-four_alt.pt,generalize,True,False
112,12,5,7257,no-four_alt.pt,generalize,True,False
113,12,5,7257,no-four_alt.pt,retrieval,True,False
114,12,5,7257,no-four_alt.pt,retrieval,True,False
115,12,5,7257,no-four_alt.pt,retrieval,True,False
116,12,5,7257,no-four_alt.pt,retrieval,True,False
117,13,5,7257,no-four_alt.pt,generalize,True,True
118,13,5,7257,no-four_alt.pt,generalize,True,False
119,13,5,7257,no-four_alt.pt,generalize,True,False
120,13,5,7257,no-four_alt.pt,generalize,True,False
121,13,5,7257,no-four_alt.pt,generalize,True,False
122,13,5,7257,no-four_alt.pt,retrieval,True,False
123,13,5,7257,no-four_alt.pt,retrieval,True,False
124,13,5,7257,no-four_alt.pt,retrieval,True,False
125,13,5,7257,no-four_alt.pt,retrieval,True,False
126,14,5,7257,no-four_alt.pt,generalize,True,True
127,14,5,7257,no-four_alt.pt,generalize,True,False
128,14,5,7257,no-four_alt.pt,generalize,True,False
129,14,5,7257,no-four_alt.pt,generalize,True,False
130,14,5,7257,no-four_alt.pt,generalize,True,False
131,14,5,7257,no-four_alt.pt,retrieval,True,False
132,14,5,7257,no-four_alt.pt,retrieval,True,False
133,14,5,7257,no-four_alt.pt,retrieval,True,False
134,14,5,7257,no-four_alt.pt,retrieval,True,False
135,15,5,7257,no-four_alt.pt,generalize,True,True
136,15,5,7257,no-four_alt.pt,generalize,True,False
137,15,5,7257,no-four_alt.pt,generalize,True,False
138,15,5,7257,no-four_alt.pt,generalize,True,False
139,15,5,7257,no-four_alt.pt,generalize,True,False
140,15,5,7257,no-four_alt.pt,retrieval,True,False
141,15,5,7257,no-four_alt.pt,retrieval,True,False
142,15,5,7257,no-four_alt.pt,retrieval,True,False
143,15,5,7257,no-four_alt.pt,retrieval,True,False
144,16,5,7257,no-four_alt.pt,generalize,True,True
145,16,5,7257,no-four_alt.pt,generalize,True,False
146,16,5,7257,no-four_alt.pt,generalize,True,False
147,16,5,7257,no-four_alt.pt,generalize,True,False
148,16,5,7257,no-four_alt.pt,generalize,True,False
149,16,5,7257,no-four_alt.pt,retrieval,True,False
150,16,5,7257,no-four_alt.pt,retrieval,True,False
151,16,5,7257,no-four_alt.pt,retrieval,True,False
152,16,5,7257,no-four_alt.pt,retrieval,True,False
153,17,5,7257,no-four_alt.pt,generalize,True,True
154,17,5,7257,no-four_alt.pt,generalize,True,False
155,17,5,7257,no-four_alt.pt,generalize,True,False
156,17,5,7257,no-four_alt.pt,generalize,True,False
157,17,5,7257,no-four_alt.pt,generalize,True,False
158,17,5,7257,no-four_alt.pt,retrieval,True,False
159,17,5,7257,no-four_alt.pt,retrieval,True,False
160,17,5,7257,no-four_alt.pt,retrieval,True,False
161,17,5,7257,no-four_alt.pt,retrieval,True,False
162,18,5,7257,no-four_alt.pt,generalize,True,True
163,18,5,7257,no-four_alt.pt,generalize,True,False
164,18,5,7257,no-four_alt.pt,generalize,True,False
165,18,5,7257,no-four_alt.pt,generalize,True,False
166,18,5,7257,no-four_alt.pt,generalize,True,False
167,18,5,7257,no-four_alt.pt,retrieval,True,False
168,18,5,7257,no-four_alt.pt,retrieval,True,False
169,18,5,7257,no-four_alt.pt,retrieval,True,False
170,18,5,7257,no-four_alt.pt,retrieval,True,False
171,19,5,7257,no-four_alt.pt,generalize,True,True
172,19,5,7257,no-four_alt.pt,generalize,True,False
173,19,5,7257,no-four_alt.pt,generalize,True,False
174,19,5,7257,no-four_alt.pt,generalize,False,False
175,19,5,7257,no-four_alt.pt,generalize,True,False
176,19,5,7257,no-four_alt.pt,retrieval,True,False
177,19,5,7257,no-four_alt.pt,retrieval,True,False
178,19,5,7257,no-four_alt.pt,retrieval,True,False
179,19,5,7257,no-four_alt.pt,retrieval,True,False
180,20,5,7257,no-four_alt.pt,generalize,True,True
181,20,5,7257,no-four_alt.pt,generalize,True,False
182,20,5,7257,no-four_alt.pt,generalize,True,False
183,20,5,7257,no-four_alt.pt,generalize,False,False
184,20,5,7257,no-four_alt.pt,generalize,True,False
185,20,5,7257,no-four_alt.pt,retrieval,True,False
186,20,5,7257,no-four_alt.pt,retrieval,True,False
187,20,5,7257,no-four_alt.pt,retrieval,True,False
188,20,5,7257,no-four_alt.pt,retrieval,True,False
189,21,5,7257,no-four_alt.pt,generalize,True,True
190,21,5,7257,no-four_alt.pt,generalize,True,False
191,21,5,7257,no-four_alt.pt,generalize,True,False
192,21,5,7257,no-four_alt.pt,generalize,False,False
193,21,5,7257,no-four_alt.pt,generalize,True,False
194,21,5,7257,no-four_alt.pt,retrieval,True,False
195,21,5,7257,no-four_alt.pt,retrieval,True,False
196,21,5,7257,no-four_alt.pt,retrieval,True,False
197,21,5,7257,no-four_alt.pt,retrieval,True,False
198,22,5,7257,no-four_alt.pt,generalize,True,True
199,22,5,7257,no-four_alt.pt,generalize,True,False
200,22,5,7257,no-four_alt.pt,generalize,True,False
201,22,5,7257,no-four_alt.pt,generalize,False,False
202,22,5,7257,no-four_alt.pt,generalize,True,False
203,22,5,7257,no-four_alt.pt,retrieval,True,False
204,22,5,7257,no-four_alt.pt,retrieval,True,False
205,22,5,7257,no-four_alt.pt,retrieval,True,False
206,22,5,7257,no-four_alt.pt,retrieval,True,False
207,23,5,7257,no-four_alt.pt,generalize,True,True
208,23,5,7257,no-four_alt.pt,generalize,True,False
209,23,5,7257,no-four_alt.pt,generalize,True,False
210,23,5,7257,no-four_alt.pt,generalize,False,False
211,23,5,7257,no-four_alt.pt,generalize,True,False
212,23,5,7257,no-four_alt.pt,retrieval,True,False
213,23,5,7257,no-four_alt.pt,retrieval,True,False
214,23,5,7257,no-four_alt.pt,retrieval,True,False
215,23,5,7257,no-four_alt.pt,retrieval,True,False
216,24,5,7257,no-four_alt.pt,generalize,True,True
217,24,5,7257,no-four_alt.pt,generalize,True,False
218,24,5,7257,no-four_alt.pt,generalize,True,False
219,24,5,7257,no-four_alt.pt,generalize,True,False
220,24,5,7257,no-four_alt.pt,generalize,True,False
221,24,5,7257,no-four_alt.pt,retrieval,True,False
222,24,5,7257,no-four_alt.pt,retrieval,True,False
223,24,5,7257,no-four_alt.pt,retrieval,True,False
224,24,5,7257,no-four_alt.pt,retrieval,True,False
225,25,5,7257,no-four_alt.pt,generalize,True,True
226,25,5,7257,no-four_alt.pt,generalize,True,False
227,25,5,7257,no-four_alt.pt,generalize,True,False
228,25,5,7257,no-four_alt.pt,generalize,True,False
229,25,5,7257,no-four_alt.pt,generalize,True,False
230,25,5,7257,no-four_alt.pt,retrieval,True,False
231,25,5,7257,no-four_alt.pt,retrieval,True,False
232,25,5,7257,no-four_alt.pt,retrieval,True,False
233,25,5,7257,no-four_alt.pt,retrieval,True,False
234,26,5,7257,no-four_alt.pt,generalize,True,True
235,26,5,7257,no-four_alt.pt,generalize,True,False
236,26,5,7257,no-four_alt.pt,generalize,True,False
237,26,5,7257,no-four_alt.pt,generalize,False,False
238,26,5,7257,no-four_alt.pt,generalize,True,False
239,26,5,7257,no-four_alt.pt,retrieval,True,False
240,26,5,7257,no-four_alt.pt,retrieval,True,False
241,26,5,7257,no-four_alt.pt,retrieval,True,False
242,26,5,7257,no-four_alt.pt,retrieval,True,False
243,27,5,7257,no-four_alt.pt,generalize,True,True
244,27,5,7257,no-four_alt.pt,generalize,True,False
245,27,5,7257,no-four_alt.pt,generalize,True,False
246,27,5,7257,no-four_alt.pt,generalize,False,False
247,27,5,7257,no-four_alt.pt,generalize,True,False
248,27,5,7257,no-four_alt.pt,retrieval,True,False
249,27,5,7257,no-four_alt.pt,retrieval,True,False
250,27,5,7257,no-four_alt.pt,retrieval,True,False
251,27,5,7257,no-four_alt.pt,retrieval,True,False
252,28,5,7257,no-four_alt.pt,generalize,True,True
253,28,5,7257,no-four_alt.pt,generalize,True,False
254,28,5,7257,no-four_alt.pt,generalize,True,False
255,28,5,7257,no-four_alt.pt,generalize,False,False
256,28,5,7257,no-four_alt.pt,generalize,True,False
257,28,5,7257,no-four_alt.pt,retrieval,True,False
258,28,5,7257,no-four_alt.pt,retrieval,True,False
259,28,5,7257,no-four_alt.pt,retrieval,True,False
260,28,5,7257,no-four_alt.pt,retrieval,True,False
261,29,5,7257,no-four_alt.pt,generalize,True,True
262,29,5,7257,no-four_alt.pt,generalize,True,False
263,29,5,7257,no-four_alt.pt,generalize,True,False
264,29,5,7257,no-four_alt.pt,generalize,True,False
265,29,5,7257,no-four_alt.pt,generalize,True,False
266,29,5,7257,no-four_alt.pt,retrieval,True,False
267,29,5,7257,no-four_alt.pt,retrieval,True,False
268,29,5,7257,no-four_alt.pt,retrieval,True,False
269,29,5,7257,no-four_alt.pt,retrieval,True,False
270,30,5,7257,no-four_alt.pt,generalize,True,True
271,30,5,7257,no-four_alt.pt,generalize,True,False
272,30,5,7257,no-four_alt.pt,generalize,True,False
273,30,5,7257,no-four_alt.pt,generalize,True,False
274,30,5,7257,no-four_alt.pt,generalize,True,False
275,30,5,7257,no-four_alt.pt,retrieval,True,False
276,30,5,7257,no-four_alt.pt,retrieval,True,False
277,30,5,7257,no-four_alt.pt,retrieval,True,False
278,30,5,7257,no-four_alt.pt,retrieval,True,False
279,31,5,7257,no-four_alt.pt,generalize,True,True
280,31,5,7257,no-four_alt.pt,generalize,True,False
281,31,5,7257,no-four_alt.pt,generalize,True,False
282,31,5,7257,no-four_alt.pt,generalize,True,False
283,31,5,7257,no-four_alt.pt,generalize,True,False
284,31,5,7257,no-four_alt.pt,retrieval,True,False
285,31,5,7257,no-four_alt.pt,retrieval,True,False
286,31,5,7257,no-four_alt.pt,retrieval,True,False
287,31,5,7257,no-four_alt.pt,retrieval,True,False
288,32,5,7257,no-four_alt.pt,generalize,True,True
289,32,5,7257,no-four_alt.pt,generalize,True,False
290,32,5,7257,no-four_alt.pt,generalize,True,False
291,32,5,7257,no-four_alt.pt,generalize,True,False
292,32,5,7257,no-four_alt.pt,generalize,True,False
293,32,5,7257,no-four_alt.pt,retrieval,True,False
294,32,5,7257,no-four_alt.pt,retrieval,True,False
295,32,5,7257,no-four_alt.pt,retrieval,True,False
296,32,5,7257,no-four_alt.pt,retrieval,True,False
297,33,5,7257,no-four_alt.pt,generalize,True,True
298,33,5,7257,no-four_alt.pt,generalize,True,False
299,33,5,7257,no-four_alt.pt,generalize,True,False
300,33,5,7257,no-four_alt.pt,generalize,True,False
301,33,5,7257,no-four_alt.pt,generalize,True,False
302,33,5,7257,no-four_alt.pt,retrieval,True,False
303,33,5,7257,no-four_alt.pt,retrieval,True,False
304,33,5,7257,no-four_alt.pt,retrieval,True,False
305,33,5,7257,no-four_alt.pt,retrieval,True,False
306,34,5,7257,no-four_alt.pt,generalize,True,True
307,34,5,7257,no-four_alt.pt,generalize,True,False
308,34,5,7257,no-four_alt.pt,generalize,True,False
309,34,5,7257,no-four_alt.pt,generalize,True,False
310,34,5,7257,no-four_alt.pt,generalize,True,False
311,34,5,7257,no-four_alt.pt,retrieval,True,False
312,34,5,7257,no-four_alt.pt,retrieval,True,False
313,34,5,7257,no-four_alt.pt,retrieval,True,False
314,34,5,7257,no-four_alt.pt,retrieval,True,False
315,35,5,7257,no-four_alt.pt,generalize,True,True
316,35,5,7257,no-four_alt.pt,generalize,True,False
317,35,5,7257,no-four_alt.pt,generalize,True,False
318,35,5,7257,no-four_alt.pt,generalize,True,False
319,35,5,7257,no-four_alt.pt,generalize,True,False
320,35,5,7257,no-four_alt.pt,retrieval,True,False
321,35,5,7257,no-four_alt.pt,retrieval,True,False
322,35,5,7257,no-four_alt.pt,retrieval,True,False
323,35,5,7257,no-four_alt.pt,retrieval,True,False
324,36,5,7257,no-four_alt.pt,generalize,True,True
325,36,5,7257,no-four_alt.pt,generalize,True,False
326,36,5,7257,no-four_alt.pt,generalize,True,False
327,36,5,7257,no-four_alt.pt,generalize,True,False
328,36,5,7257,no-four_alt.pt,generalize,True,False
329,36,5,7257,no-four_alt.pt,retrieval,True,False
330,36,5,7257,no-four_alt.pt,retrieval,True,False
331,36,5,7257,no-four_alt.pt,retrieval,True,False
332,36,5,7257,no-four_alt.pt,retrieval,True,False
333,37,5,7257,no-four_alt.pt,generalize,True,True
334,37,5,7257,no-four_alt.pt,generalize,True,False
335,37,5,7257,no-four_alt.pt,generalize,True,False
336,37,5,7257,no-four_alt.pt,generalize,False,False
337,37,5,7257,no-four_alt.pt,generalize,True,False
338,37,5,7257,no-four_alt.pt,retrieval,True,False
339,37,5,7257,no-four_alt.pt,retrieval,True,False
340,37,5,7257,no-four_alt.pt,retrieval,True,False
341,37,5,7257,no-four_alt.pt,retrieval,True,False
342,38,5,7257,no-four_alt.pt,generalize,True,True
343,38,5,7257,no-four_alt.pt,generalize,True,False
344,38,5,7257,no-four_alt.pt,generalize,True,False
345,38,5,7257,no-four_alt.pt,generalize,False,False
346,38,5,7257,no-four_alt.pt,generalize,True,False
347,38,5,7257,no-four_alt.pt,retrieval,True,False
348,38,5,7257,no-four_alt.pt,retrieval,True,False
349,38,5,7257,no-four_alt.pt,retrieval,True,False
350,38,5,7257,no-four_alt.pt,retrieval,True,False
351,39,5,7257,no-four_alt.pt,generalize,True,True
352,39,5,7257,no-four_alt.pt,generalize,True,False
353,39,5,7257,no-four_alt.pt,generalize,True,False
354,39,5,7257,no-four_alt.pt,generalize,True,False
355,39,5,7257,no-four_alt.pt,generalize,True,False
356,39,5,7257,no-four_alt.pt,retrieval,True,False
357,39,5,7257,no-four_alt.pt,retrieval,True,False
358,39,5,7257,no-four_alt.pt,retrieval,True,False
359,39,5,7257,no-four_alt.pt,retrieval,True,False
360,40,5,7257,no-four_alt.pt,generalize,True,True
361,40,5,7257,no-four_alt.pt,generalize,True,False
362,40,5,7257,no-four_alt.pt,generalize,True,False
363,40,5,7257,no-four_alt.pt,generalize,True,False
364,40,5,7257,no-four_alt.pt,generalize,True,False
365,40,5,7257,no-four_alt.pt,retrieval,True,False
366,40,5,7257,no-four_alt.pt,retrieval,True,False
367,40,5,7257,no-four_alt.pt,retrieval,True,False
368,40,5,7257,no-four_alt.pt,retrieval,True,False
369,41,5,7257,no-four_alt.pt,generalize,True,True
370,41,5,7257,no-four_alt.pt,generalize,True,False
371,41,5,7257,no-four_alt.pt,generalize,True,False
372,41,5,7257,no-four_alt.pt,generalize,False,False
373,41,5,7257,no-four_alt.pt,generalize,True,False
374,41,5,7257,no-four_alt.pt,retrieval,True,False
375,41,5,7257,no-four_alt.pt,retrieval,True,False
376,41,5,7257,no-four_alt.pt,retrieval,True,False
377,41,5,7257,no-four_alt.pt,retrieval,True,False
378,42,5,7257,no-four_alt.pt,generalize,True,True
379,42,5,7257,no-four_alt.pt,generalize,True,False
380,42,5,7257,no-four_alt.pt,generalize,True,False
381,42,5,7257,no-four_alt.pt,generalize,True,False
382,42,5,7257,no-four_alt.pt,generalize,True,False
383,42,5,7257,no-four_alt.pt,retrieval,True,False
384,42,5,7257,no-four_alt.pt,retrieval,True,False
385,42,5,7257,no-four_alt.pt,retrieval,True,False
386,42,5,7257,no-four_alt.pt,retrieval,True,False
387,43,5,7257,no-four_alt.pt,generalize,True,True
388,43,5,7257,no-four_alt.pt,generalize,True,False
389,43,5,7257,no-four_alt.pt,generalize,True,False
390,43,5,7257,no-four_alt.pt,generalize,False,False
391,43,5,7257,no-four_alt.pt,generalize,True,False
392,43,5,7257,no-four_alt.pt,retrieval,True,False
393,43,5,7257,no-four_alt.pt,retrieval,True,False
394,43,5,7257,no-four_alt.pt,retrieval,True,False
395,43,5,7257,no-four_alt.pt,retrieval,True,False
396,44,5,7257,no-four_alt.pt,generalize,True,True
397,44,5,7257,no-four_alt.pt,generalize,True,False
398,44,5,7257,no-four_alt.pt,generalize,True,False
399,44,5,7257,no-four_alt.pt,generalize,True,False
400,44,5,7257,no-four_alt.pt,generalize,True,False
401,44,5,7257,no-four_alt.pt,retrieval,True,False
402,44,5,7257,no-four_alt.pt,retrieval,True,False
403,44,5,7257,no-four_alt.pt,retrieval,True,False
404,44,5,7257,no-four_alt.pt,retrieval,True,False
405,45,5,7257,no-four_alt.pt,generalize,True,True
406,45,5,7257,no-four_alt.pt,generalize,True,False
407,45,5,7257,no-four_alt.pt,generalize,True,False
408,45,5,7257,no-four_alt.pt,generalize,False,False
409,45,5,7257,no-four_alt.pt,generalize,True,False
410,45,5,7257,no-four_alt.pt,retrieval,True,False
411,45,5,7257,no-four_alt.pt,retrieval,True,False
412,45,5,7257,no-four_alt.pt,retrieval,True,False
413,45,5,7257,no-four_alt.pt,retrieval,True,False
414,46,5,7257,no-four_alt.pt,generalize,True,True
415,46,5,7257,no-four_alt.pt,generalize,True,False
416,46,5,7257,no-four_alt.pt,generalize,True,False
417,46,5,7257,no-four_alt.pt,generalize,False,False
418,46,5,7257,no-four_alt.pt,generalize,True,False
419,46,5,7257,no-four_alt.pt,retrieval,True,False
420,46,5,7257,no-four_alt.pt,retrieval,True,False
421,46,5,7257,no-four_alt.pt,retrieval,True,False
422,46,5,7257,no-four_alt.pt,retrieval,True,False
423,47,5,7257,no-four_alt.pt,generalize,True,True
424,47,5,7257,no-four_alt.pt,generalize,True,False
425,47,5,7257,no-four_alt.pt,generalize,True,False
426,47,5,7257,no-four_alt.pt,generalize,True,False
427,47,5,7257,no-four_alt.pt,generalize,True,False
428,47,5,7257,no-four_alt.pt,retrieval,True,False
429,47,5,7257,no-four_alt.pt,retrieval,True,False
430,47,5,7257,no-four_alt.pt,retrieval,True,False
431,47,5,7257,no-four_alt.pt,retrieval,True,False
432,48,5,7257,no-four_alt.pt,generalize,True,True
433,48,5,7257,no-four_alt.pt,generalize,True,False
434,48,5,7257,no-four_alt.pt,generalize,True,False
435,48,5,7257,no-four_alt.pt,generalize,False,False
436,48,5,7257,no-four_alt.pt,generalize,True,False
437,48,5,7257,no-four_alt.pt,retrieval,True,False
438,48,5,7257,no-four_alt.pt,retrieval,True,False
439,48,5,7257,no-four_alt.pt,retrieval,True,False
440,48,5,7257,no-four_alt.pt,retrieval,True,False
441,49,5,7257,no-four_alt.pt,generalize,True,True
442,49,5,7257,no-four_alt.pt,generalize,True,False
443,49,5,7257,no-four_alt.pt,generalize,True,False
444,49,5,7257,no-four_alt.pt,generalize,True,False
445,49,5,7257,no-four_alt.pt,generalize,True,False
446,49,5,7257,no-four_alt.pt,retrieval,True,False
447,49,5,7257,no-four_alt.pt,retrieval,True,False
448,49,5,7257,no-four_alt.pt,retrieval,True,False
449,49,5,7257,no-four_alt.pt,retrieval,True,False
450,50,5,7257,no-four_alt.pt,generalize,True,True
451,50,5,7257,no-four_alt.pt,generalize,True,False
452,50,5,7257,no-four_alt.pt,generalize,True,False
453,50,5,7257,no-four_alt.pt,generalize,True,False
454,50,5,7257,no-four_alt.pt,generalize,True,False
455,50,5,7257,no-four_alt.pt,retrieval,True,False
456,50,5,7257,no-four_alt.pt,retrieval,True,False
457,50,5,7257,no-four_alt.pt,retrieval,True,False
458,50,5,7257,no-four_alt.pt,retrieval,True,False
459,51,5,7257,no-four_alt.pt,generalize,True,True
460,51,5,7257,no-four_alt.pt,generalize,True,False
461,51,5,7257,no-four_alt.pt,generalize,True,False
462,51,5,7257,no-four_alt.pt,generalize,False,False
463,51,5,7257,no-four_alt.pt,generalize,True,False
464,51,5,7257,no-four_alt.pt,retrieval,True,False
465,51,5,7257,no-four_alt.pt,retrieval,True,False
466,51,5,7257,no-four_alt.pt,retrieval,True,False
467,51,5,7257,no-four_alt.pt,retrieval,True,False
468,52,5,7257,no-four_alt.pt,generalize,True,True
469,52,5,7257,no-four_alt.pt,generalize,True,False
470,52,5,7257,no-four_alt.pt,generalize,True,False
471,52,5,7257,no-four_alt.pt,generalize,True,False
472,52,5,7257,no-four_alt.pt,generalize,True,False
473,52,5,7257,no-four_alt.pt,retrieval,True,False
474,52,5,7257,no-four_alt.pt,retrieval,True,False
475,52,5,7257,no-four_alt.pt,retrieval,True,False
476,52,5,7257,no-four_alt.pt,retrieval,True,False
477,53,5,7257,no-four_alt.pt,generalize,True,True
478,53,5,7257,no-four_alt.pt,generalize,True,False
479,53,5,7257,no-four_alt.pt,generalize,True,False
480,53,5,7257,no-four_alt.pt,generalize,True,False
481,53,5,7257,no-four_alt.pt,generalize,True,False
482,53,5,7257,no-four_alt.pt,retrieval,True,False
483,53,5,7257,no-four_alt.pt,retrieval,True,False
484,53,5,7257,no-four_alt.pt,retrieval,True,False
485,53,5,7257,no-four_alt.pt,retrieval,True,False
486,54,5,7257,no-four_alt.pt,generalize,True,True
487,54,5,7257,no-four_alt.pt,generalize,True,False
488,54,5,7257,no-four_alt.pt,generalize,True,False
489,54,5,7257,no-four_alt.pt,generalize,False,False
490,54,5,7257,no-four_alt.pt,generalize,True,False
491,54,5,7257,no-four_alt.pt,retrieval,True,False
492,54,5,7257,no-four_alt.pt,retrieval,True,False
493,54,5,7257,no-four_alt.pt,retrieval,True,False
494,54,5,7257,no-four_alt.pt,retrieval,True,False
495,55,5,7257,no-four_alt.pt,generalize,True,True
496,55,5,7257,no-four_alt.pt,generalize,True,False
497,55,5,7257,no-four_alt.pt,generalize,True,False
498,55,5,7257,no-four_alt.pt,generalize,False,False
499,55,5,7257,no-four_alt.pt,generalize,True,False
500,55,5,7257,no-four_alt.pt,retrieval,True,False
501,55,5,7257,no-four_alt.pt,retrieval,True,False
502,55,5,7257,no-four_alt.pt,retrieval,True,False
503,55,5,7257,no-four_alt.pt,retrieval,True,False
